,Date and Time,O'Connell St Outside Clerys,Grafton St at Card Gallery,O'Connell Street at Easons,Henry Street at Butlers,Grafton Street at Korkys
500,2008-01-27 20:00:00,1774,1386,1245,2542,470
501,2008-01-27 21:00:00,1296,1140,837,1812,427
502,2008-01-27 22:00:00,1143,869,677,1411,273
503,2008-01-27 23:00:00,749,701,602,1076,177
504,2008-01-28 00:00:00,301,254,305,175,78
505,2008-01-28 01:00:00,142,232,189,247,33
506,2008-01-28 02:00:00,90,92,201,146,61
507,2008-01-28 03:00:00,131,109,130,107,171
508,2008-01-28 04:00:00,152,141,142,47,105
509,2008-01-28 05:00:00,196,267,285,80,149
510,2008-01-28 06:00:00,840,651,561,298,480
511,2008-01-28 07:00:00,1649,1669,1402,860,399
512,2008-01-28 08:00:00,2661,4116,3469,1530,1305
513,2008-01-28 09:00:00,1849,2881,2510,1567,1955
514,2008-01-28 10:00:00,1649,2381,2448,3004,3158
515,2008-01-28 11:00:00,3874,3076,3341,4995,3784
516,2008-01-28 12:00:00,3649,5379,6524,3906,5536
517,2008-01-28 13:00:00,4288,9175,10968,5325,6575
518,2008-01-28 14:00:00,3246,7355,6239,4122,5601
519,2008-01-28 15:00:00,2810,5601,6492,4481,6139
520,2008-01-28 16:00:00,3051,6404,6894,4955,6159
521,2008-01-28 17:00:00,3708,10873,8496,6522,5831
522,2008-01-28 18:00:00,2965,8385,5973,4360,4196
523,2008-01-28 19:00:00,1810,3486,2702,2926,1866
524,2008-01-28 20:00:00,1562,1805,1695,1914,1100
525,2008-01-28 21:00:00,1039,1410,1238,1207,907
526,2008-01-28 22:00:00,1049,1039,946,834,353
527,2008-01-28 23:00:00,649,844,778,652,220
528,2008-01-29 00:00:00,263,593,524,116,108
529,2008-01-29 01:00:00,112,265,275,149,68
530,2008-01-29 02:00:00,96,227,267,54,26
531,2008-01-29 03:00:00,171,221,542,102,139
532,2008-01-29 04:00:00,59,171,229,59,90
533,2008-01-29 05:00:00,174,243,255,63,186
534,2008-01-29 06:00:00,725,950,708,317,465
535,2008-01-29 07:00:00,1627,2246,1490,826,943
536,2008-01-29 08:00:00,3229,5306,4161,1881,1759
537,2008-01-29 09:00:00,2684,3296,3342,2145,2129
538,2008-01-29 10:00:00,2467,2271,2614,2179,2512
539,2008-01-29 11:00:00,2540,2962,3142,3195,3925
540,2008-01-29 12:00:00,3475,5694,5716,4122,5158
541,2008-01-29 13:00:00,4311,8290,8392,5823,6535
542,2008-01-29 14:00:00,3935,5547,6414,5127,5310
543,2008-01-29 15:00:00,4000,5382,5964,5371,5550
544,2008-01-29 16:00:00,4296,7478,6397,6012,5320
545,2008-01-29 17:00:00,4439,11445,7428,6568,5309
546,2008-01-29 18:00:00,3638,9503,6090,5924,3626
547,2008-01-29 19:00:00,2208,4461,2857,4490,1688
548,2008-01-29 20:00:00,1710,2472,2014,3845,890
549,2008-01-29 21:00:00,1205,1883,1441,2046,509
550,2008-01-29 22:00:00,1118,1436,1197,1472,354
551,2008-01-29 23:00:00,777,1223,880,804,181
552,2008-01-30 00:00:00,341,477,470,159,87
553,2008-01-30 01:00:00,151,205,185,183,38
554,2008-01-30 02:00:00,92,169,236,147,155
555,2008-01-30 03:00:00,136,149,265,127,38
556,2008-01-30 04:00:00,95,186,329,53,50
557,2008-01-30 05:00:00,149,365,339,70,155
558,2008-01-30 06:00:00,767,1003,743,297,540
559,2008-01-30 07:00:00,1532,2478,1542,824,1016
560,2008-01-30 08:00:00,2811,3593,3927,1617,1693
561,2008-01-30 09:00:00,2219,2781,3361,1481,2176
562,2008-01-30 10:00:00,1757,2457,2520,1942,2882
563,2008-01-30 11:00:00,3541,2863,3309,3905,4014
564,2008-01-30 12:00:00,4240,6055,6764,3812,5580
565,2008-01-30 13:00:00,3636,10081,10473,5449,7195
566,2008-01-30 14:00:00,3075,7448,6148,4588,6022
567,2008-01-30 15:00:00,2912,6489,6072,4649,6086
568,2008-01-30 16:00:00,3595,7285,6560,5844,5780
569,2008-01-30 17:00:00,3825,11601,8854,7538,5517
570,2008-01-30 18:00:00,3333,9948,6996,3517,3915
571,2008-01-30 19:00:00,2251,4698,3161,2746,1663
572,2008-01-30 20:00:00,1667,2611,2072,1611,738
573,2008-01-30 21:00:00,1208,2083,1762,1146,480
574,2008-01-30 22:00:00,1127,1671,1461,903,323
575,2008-01-30 23:00:00,680,1298,1157,667,230
576,2008-01-31 00:00:00,385,719,659,239,118
577,2008-01-31 01:00:00,166,303,290,152,44
578,2008-01-31 02:00:00,147,231,294,179,67
579,2008-01-31 03:00:00,174,426,444,143,72
580,2008-01-31 04:00:00,75,134,142,59,76
581,2008-01-31 05:00:00,174,318,379,81,220
582,2008-01-31 06:00:00,733,1034,797,241,484
583,2008-01-31 07:00:00,1499,1843,1355,800,821
584,2008-01-31 08:00:00,1069,4059,3148,1116,925
585,2008-01-31 09:00:00,1352,2551,2423,1205,2310
586,2008-01-31 10:00:00,1678,2383,2279,4399,4214
587,2008-01-31 11:00:00,1919,3814,3193,5089,3658
588,2008-01-31 12:00:00,6461,6468,7276,3148,5224
589,2008-01-31 13:00:00,6543,10050,11681,4651,5958
590,2008-01-31 14:00:00,2843,7832,6098,4202,5480
591,2008-01-31 15:00:00,2762,5814,6149,4116,5293
592,2008-01-31 16:00:00,3095,7460,7425,4732,6456
593,2008-01-31 17:00:00,4270,12445,10600,5411,7326
594,2008-01-31 18:00:00,3805,12205,9816,5253,6151
595,2008-01-31 19:00:00,2433,8817,5070,4452,3847
596,2008-01-31 20:00:00,2096,5526,3553,2930,2247
597,2008-01-31 21:00:00,1464,2699,2239,1728,1047
598,2008-01-31 22:00:00,1236,1707,1375,1123,447
599,2008-01-31 23:00:00,996,1621,1269,678,327
600,2008-02-01 00:00:00,483,1040,861,245,138
601,2008-02-01 01:00:00,240,560,559,177,107
602,2008-02-01 02:00:00,221,462,434,149,63
603,2008-02-01 03:00:00,311,450,398,242,135
604,2008-02-01 04:00:00,94,270,250,64,65
605,2008-02-01 05:00:00,119,380,336,88,236
606,2008-02-01 06:00:00,671,913,845,378,525
607,2008-02-01 07:00:00,1385,2113,1661,773,935
608,2008-02-01 08:00:00,2218,3773,3831,1173,1431
609,2008-02-01 09:00:00,2068,2044,2972,1317,1903
610,2008-02-01 10:00:00,2066,2951,2560,2180,2916
611,2008-02-01 11:00:00,2884,3927,3755,3494,4003
612,2008-02-01 12:00:00,3420,6872,6911,4449,5672
613,2008-02-01 13:00:00,6105,10123,12314,5532,7427
614,2008-02-01 14:00:00,3482,9206,6727,5098,6526
615,2008-02-01 15:00:00,3604,8411,8523,5953,7128
616,2008-02-01 16:00:00,3954,9439,9332,6605,7344
617,2008-02-01 17:00:00,4498,12344,10459,7051,7684
618,2008-02-01 18:00:00,3750,10578,7573,5318,5047
619,2008-02-01 19:00:00,2536,5950,3764,3690,2621
620,2008-02-01 20:00:00,2130,3678,2832,2841,1408
621,2008-02-01 21:00:00,2017,3222,2471,2276,989
622,2008-02-01 22:00:00,1904,2713,2228,1832,592
623,2008-02-01 23:00:00,1445,2700,2158,1410,406
624,2008-02-02 00:00:00,750,1924,1635,743,260
625,2008-02-02 01:00:00,625,1431,1183,615,188
626,2008-02-02 02:00:00,515,1382,1262,709,111
627,2008-02-02 03:00:00,649,2000,1717,950,228
628,2008-02-02 04:00:00,124,666,617,207,65
629,2008-02-02 05:00:00,82,303,207,78,134
630,2008-02-02 06:00:00,277,521,458,227,306
631,2008-02-02 07:00:00,544,742,690,334,375
632,2008-02-02 08:00:00,709,945,1103,573,819
633,2008-02-02 09:00:00,1052,1647,1785,967,1736
634,2008-02-02 10:00:00,2085,3138,3065,2343,3802
635,2008-02-02 11:00:00,2632,7077,5630,3754,5971
636,2008-02-02 12:00:00,3135,9597,8408,5385,8148
637,2008-02-02 13:00:00,4758,10682,12728,6379,10911
638,2008-02-02 14:00:00,4175,11788,9788,6697,11348
639,2008-02-02 15:00:00,3344,11783,11407,7727,11661
640,2008-02-02 16:00:00,3705,11987,11246,7677,10849
641,2008-02-02 17:00:00,4177,12831,10033,7284,9393
642,2008-02-02 18:00:00,3394,9376,6292,4890,5457
643,2008-02-02 19:00:00,2640,4755,3511,3231,2180
644,2008-02-02 20:00:00,2079,3364,2989,2436,1046
645,2008-02-02 21:00:00,1759,2894,2244,2021,790
646,2008-02-02 22:00:00,2229,3196,2731,1618,525
647,2008-02-02 23:00:00,1330,3148,2914,1275,391
648,2008-02-03 00:00:00,647,2396,2055,1078,266
649,2008-02-03 01:00:00,647,1704,1546,669,174
650,2008-02-03 02:00:00,695,2086,1735,960,161
651,2008-02-03 03:00:00,857,3208,2699,1446,234
652,2008-02-03 04:00:00,254,1118,1201,407,89
653,2008-02-03 05:00:00,79,215,120,88,58
654,2008-02-03 06:00:00,168,255,227,144,107
655,2008-02-03 07:00:00,261,284,258,130,128
656,2008-02-03 08:00:00,272,317,403,165,206
657,2008-02-03 09:00:00,560,564,717,389,469
658,2008-02-03 10:00:00,1074,1293,1404,929,1409
659,2008-02-03 11:00:00,2036,2741,2540,2066,2549
660,2008-02-03 12:00:00,4234,4571,5343,2252,3919
661,2008-02-03 13:00:00,4793,7460,7545,2902,5291
662,2008-02-03 14:00:00,2411,7881,4993,3865,6466
663,2008-02-03 15:00:00,2200,8332,5880,4209,6795
664,2008-02-03 16:00:00,2552,9620,7447,4420,7017
665,2008-02-03 17:00:00,2923,10174,5984,3507,6257
666,2008-02-03 18:00:00,2633,5864,3766,1816,3640
667,2008-02-03 19:00:00,1948,2583,1993,1478,1419
668,2008-02-03 20:00:00,1713,1735,1372,1301,761
669,2008-02-03 21:00:00,1364,1395,1057,1062,447
670,2008-02-03 22:00:00,1283,1096,839,768,361
671,2008-02-03 23:00:00,711,1191,952,627,224
672,2008-02-04 00:00:00,293,466,366,231,118
673,2008-02-04 01:00:00,140,365,285,147,48
674,2008-02-04 02:00:00,118,192,401,82,56
675,2008-02-04 03:00:00,106,110,110,144,110
676,2008-02-04 04:00:00,40,144,125,61,56
677,2008-02-04 05:00:00,140,317,314,95,223
678,2008-02-04 06:00:00,630,884,708,340,486
679,2008-02-04 07:00:00,1275,2192,1485,790,915
680,2008-02-04 08:00:00,2331,3875,3896,1347,1575
681,2008-02-04 09:00:00,1897,2981,2492,1299,2192
682,2008-02-04 10:00:00,1893,2329,1906,2800,3309
683,2008-02-04 11:00:00,3576,3359,2531,5251,4020
684,2008-02-04 12:00:00,4337,6136,6556,4420,6037
685,2008-02-04 13:00:00,4539,9300,9510,5983,8089
686,2008-02-04 14:00:00,2932,7085,5513,4137,5937
687,2008-02-04 15:00:00,2710,5246,5217,4414,5544
688,2008-02-04 16:00:00,2946,6849,6199,4849,6036
689,2008-02-04 17:00:00,3857,10961,7687,5345,6537
690,2008-02-04 18:00:00,3156,8556,5519,4478,4225
691,2008-02-04 19:00:00,1767,3576,2427,2710,1811
692,2008-02-04 20:00:00,1423,1961,1696,1684,976
693,2008-02-04 21:00:00,1058,1500,1259,1109,647
694,2008-02-04 22:00:00,980,878,834,813,352
695,2008-02-04 23:00:00,578,666,661,629,203
696,2008-02-05 00:00:00,220,419,340,216,92
697,2008-02-05 01:00:00,99,207,194,127,51
698,2008-02-05 02:00:00,124,192,191,103,53
699,2008-02-05 03:00:00,80,245,241,113,120
700,2008-02-05 04:00:00,79,161,124,40,43
701,2008-02-05 05:00:00,148,400,297,69,233
702,2008-02-05 06:00:00,626,879,676,266,450
703,2008-02-05 07:00:00,1302,2141,1525,691,815
704,2008-02-05 08:00:00,2447,4373,3816,1733,1525
705,2008-02-05 09:00:00,3114,3559,3007,2418,2080
706,2008-02-05 10:00:00,2604,2438,1872,2566,2658
707,2008-02-05 11:00:00,2566,3346,2939,3227,3567
708,2008-02-05 12:00:00,3332,4794,4523,4050,4774
709,2008-02-05 13:00:00,3758,7977,6722,4926,5825
710,2008-02-05 14:00:00,2544,5568,4690,3837,5050
711,2008-02-05 15:00:00,2908,5255,5322,3652,5779
712,2008-02-05 16:00:00,3114,6826,6134,4745,5746
713,2008-02-05 17:00:00,4010,11137,7629,5589,5781
714,2008-02-05 18:00:00,3238,8880,5712,4762,4098
715,2008-02-05 19:00:00,2090,3780,2613,2745,1775
716,2008-02-05 20:00:00,1698,1989,1828,1810,1023
717,2008-02-05 21:00:00,1176,1644,1443,1234,554
718,2008-02-05 22:00:00,945,1319,979,884,321
719,2008-02-05 23:00:00,603,898,810,736,178
720,2008-02-06 00:00:00,225,467,437,243,73
721,2008-02-06 01:00:00,91,249,208,108,46
722,2008-02-06 02:00:00,101,188,250,155,34
723,2008-02-06 03:00:00,81,188,220,75,84
724,2008-02-06 04:00:00,42,146,142,36,59
725,2008-02-06 05:00:00,141,393,309,89,209
726,2008-02-06 06:00:00,708,889,885,329,423
727,2008-02-06 07:00:00,1435,1177,1351,781,787
728,2008-02-06 08:00:00,2618,2416,3872,1309,1459
729,2008-02-06 09:00:00,2689,2594,2865,1275,2177
730,2008-02-06 10:00:00,2432,2249,2276,4566,4379
731,2008-02-06 11:00:00,2542,3047,3264,4233,3608
732,2008-02-06 12:00:00,3043,5761,6162,4056,5176
733,2008-02-06 13:00:00,3247,9255,9111,5627,6840
734,2008-02-06 14:00:00,2738,5996,6069,4535,5307
735,2008-02-06 15:00:00,2889,5667,5373,4301,5524
736,2008-02-06 16:00:00,3099,6789,6754,5210,5674
737,2008-02-06 17:00:00,4364,11390,8343,6481,5885
738,2008-02-06 18:00:00,3510,9373,6086,4629,4350
739,2008-02-06 19:00:00,2172,4645,3164,2573,1831
740,2008-02-06 20:00:00,1776,2375,1901,1712,978
741,2008-02-06 21:00:00,1238,1836,1628,1167,552
742,2008-02-06 22:00:00,1223,1313,1260,928,396
743,2008-02-06 23:00:00,717,1110,1110,640,267
744,2008-02-07 00:00:00,356,636,560,203,121
745,2008-02-07 01:00:00,130,242,224,129,52
746,2008-02-07 02:00:00,144,256,160,82,26
747,2008-02-07 03:00:00,128,264,364,115,109
748,2008-02-07 04:00:00,354,415,1324,36,156
749,2008-02-07 05:00:00,206,425,453,110,269
750,2008-02-07 06:00:00,662,963,713,265,528
751,2008-02-07 07:00:00,1466,2036,1218,640,883
752,2008-02-07 08:00:00,2682,3908,3446,1268,1653
753,2008-02-07 09:00:00,2079,2644,2552,1091,1839
754,2008-02-07 10:00:00,1972,2602,2495,3725,2877
755,2008-02-07 11:00:00,2176,3271,3323,2967,3401
756,2008-02-07 12:00:00,2815,5527,6433,3492,4502
757,2008-02-07 13:00:00,5508,8757,8599,4979,5142
758,2008-02-07 14:00:00,3455,7503,4437,4003,4348
759,2008-02-07 15:00:00,2735,4926,4503,4568,4377
760,2008-02-07 16:00:00,2840,5845,5384,4825,4616
761,2008-02-07 17:00:00,3651,11097,8638,5692,5815
762,2008-02-07 18:00:00,3367,12005,8166,5319,5142
763,2008-02-07 19:00:00,2276,7688,4373,3960,3077
764,2008-02-07 20:00:00,2094,4522,2970,2875,2014
765,2008-02-07 21:00:00,1278,2061,1813,1823,897
766,2008-02-07 22:00:00,956,1471,1247,1142,353
767,2008-02-07 23:00:00,830,1354,1152,744,235
768,2008-02-08 00:00:00,541,948,870,389,129
769,2008-02-08 01:00:00,308,385,373,221,62
770,2008-02-08 02:00:00,250,368,344,134,46
771,2008-02-08 03:00:00,166,398,406,165,105
772,2008-02-08 04:00:00,89,240,244,70,73
773,2008-02-08 05:00:00,152,383,318,73,221
774,2008-02-08 06:00:00,636,848,730,283,575
775,2008-02-08 07:00:00,1322,1791,1334,639,871
776,2008-02-08 08:00:00,2210,3612,3558,1442,1653
777,2008-02-08 09:00:00,1967,3166,3061,1432,2204
778,2008-02-08 10:00:00,2134,3000,2816,2045,3069
779,2008-02-08 11:00:00,3775,3558,3920,3161,3541
780,2008-02-08 12:00:00,7269,7017,7865,3984,4836
781,2008-02-08 13:00:00,8693,9544,10783,5302,6569
782,2008-02-08 14:00:00,6745,8406,8620,4967,5684
783,2008-02-08 15:00:00,3829,7179,7645,5151,6025
784,2008-02-08 16:00:00,4074,8435,8900,5262,6187
785,2008-02-08 17:00:00,4697,11968,10474,6554,6185
786,2008-02-08 18:00:00,3558,10160,7536,5385,4753
787,2008-02-08 19:00:00,2269,4855,3270,3450,2219
788,2008-02-08 20:00:00,1934,3319,2333,2416,1135
789,2008-02-08 21:00:00,1517,2268,1797,1682,642
790,2008-02-08 22:00:00,1609,2516,2495,1587,531
791,2008-02-08 23:00:00,1194,2146,2057,1362,387
792,2008-02-09 00:00:00,855,1742,1688,768,194
793,2008-02-09 01:00:00,398,1046,1011,509,120
794,2008-02-09 02:00:00,387,1069,905,459,130
795,2008-02-09 03:00:00,354,1652,1475,575,136
796,2008-02-09 04:00:00,118,592,577,126,102
797,2008-02-09 05:00:00,92,250,203,67,148
798,2008-02-09 06:00:00,250,410,421,179,254
799,2008-02-09 07:00:00,456,677,669,234,337
800,2008-02-09 08:00:00,735,838,1113,448,739
801,2008-02-09 09:00:00,1480,1523,1708,1064,1368
802,2008-02-09 10:00:00,926,4400,3749,3084,3089
803,2008-02-09 11:00:00,3148,7993,6549,5254,6773
804,2008-02-09 12:00:00,5678,9389,9123,6967,8240
805,2008-02-09 13:00:00,8846,9113,7975,6730,8775
806,2008-02-09 14:00:00,6354,8656,8359,5765,10065
807,2008-02-09 15:00:00,7001,9364,8666,6202,8942
808,2008-02-09 16:00:00,8112,10562,11523,7993,10420
809,2008-02-09 17:00:00,5805,11800,9217,8642,8759
810,2008-02-09 18:00:00,4050,8997,5581,5912,5174
811,2008-02-09 19:00:00,2915,5487,4088,3610,1944
812,2008-02-09 20:00:00,2255,3839,2765,2513,1049
813,2008-02-09 21:00:00,1976,3603,3381,2489,673
814,2008-02-09 22:00:00,1913,4127,3295,2216,534
815,2008-02-09 23:00:00,1345,4436,2922,1657,387
816,2008-02-10 00:00:00,779,3493,2404,968,216
817,2008-02-10 01:00:00,507,1991,1691,791,174
818,2008-02-10 02:00:00,597,2182,1749,636,148
819,2008-02-10 03:00:00,870,3161,2925,1125,224
820,2008-02-10 04:00:00,252,984,1197,324,112
821,2008-02-10 05:00:00,80,193,126,84,49
822,2008-02-10 06:00:00,115,169,201,145,87
823,2008-02-10 07:00:00,184,291,281,116,162
824,2008-02-10 08:00:00,280,297,332,238,203
825,2008-02-10 09:00:00,659,623,648,350,337
826,2008-02-10 10:00:00,1327,1338,1219,1002,892
827,2008-02-10 11:00:00,1599,2412,2153,1696,1715
828,2008-02-10 12:00:00,1872,4029,3308,2280,2925
829,2008-02-10 13:00:00,2034,4761,3703,3076,3900
830,2008-02-10 14:00:00,2267,5003,3852,3703,4446
831,2008-02-10 15:00:00,2124,5634,4310,3752,4797
832,2008-02-10 16:00:00,2002,6523,5952,3632,4827
833,2008-02-10 17:00:00,2366,6963,4051,4311,4273
834,2008-02-10 18:00:00,2052,4383,2677,2784,2729
835,2008-02-10 19:00:00,1775,1876,1576,2213,1167
836,2008-02-10 20:00:00,1675,1501,1173,1488,609
837,2008-02-10 21:00:00,1272,1206,999,1162,469
838,2008-02-10 22:00:00,1059,957,812,914,290
839,2008-02-10 23:00:00,598,782,659,516,224
840,2008-02-11 00:00:00,249,263,199,279,117
841,2008-02-11 01:00:00,176,340,167,320,28
842,2008-02-11 02:00:00,93,181,149,253,78
843,2008-02-11 03:00:00,144,159,154,202,211
844,2008-02-11 04:00:00,55,175,171,81,42
845,2008-02-11 05:00:00,117,236,235,98,237
846,2008-02-11 06:00:00,692,779,690,353,526
847,2008-02-11 07:00:00,1451,1565,1204,748,959
848,2008-02-11 08:00:00,1517,3475,3155,1258,1678
849,2008-02-11 09:00:00,1778,2811,2490,1366,2141
850,2008-02-11 10:00:00,2078,2292,2410,4010,4145
851,2008-02-11 11:00:00,2596,2985,3222,4871,3472
852,2008-02-11 12:00:00,6396,5591,7116,3681,4974
853,2008-02-11 13:00:00,8765,9216,11367,5111,6430
854,2008-02-11 14:00:00,4747,6954,3655,3788,4902
855,2008-02-11 15:00:00,2634,5205,4288,4320,4862
856,2008-02-11 16:00:00,2941,6140,6176,4744,5171
857,2008-02-11 17:00:00,3847,10432,8100,5138,6382
858,2008-02-11 18:00:00,3454,8447,5411,4265,4372
859,2008-02-11 19:00:00,1984,3742,2434,2113,1789
860,2008-02-11 20:00:00,1483,1945,1726,1487,995
861,2008-02-11 21:00:00,1195,1503,1340,979,708
862,2008-02-11 22:00:00,1124,967,963,681,406
863,2008-02-11 23:00:00,723,627,549,516,235
864,2008-02-12 00:00:00,277,349,337,281,78
865,2008-02-12 01:00:00,107,152,123,230,35
866,2008-02-12 02:00:00,142,179,218,189,61
867,2008-02-12 03:00:00,131,182,282,155,143
868,2008-02-12 04:00:00,79,194,224,48,87
869,2008-02-12 05:00:00,157,283,300,85,220
870,2008-02-12 06:00:00,660,832,583,322,538
871,2008-02-12 07:00:00,1293,1902,1366,750,927
872,2008-02-12 08:00:00,2269,3587,4021,1514,1694
873,2008-02-12 09:00:00,1745,2625,3080,1362,1795
874,2008-02-12 10:00:00,2055,2290,2402,2438,2815
875,2008-02-12 11:00:00,2137,3064,3329,2805,3414
876,2008-02-12 12:00:00,2882,5487,6389,3876,4642
877,2008-02-12 13:00:00,5945,9022,9981,5234,6207
878,2008-02-12 14:00:00,3409,6842,5722,4513,5259
879,2008-02-12 15:00:00,2969,5457,4645,4422,4813
880,2008-02-12 16:00:00,3028,6606,5825,5147,5215
881,2008-02-12 17:00:00,3893,10773,7223,5588,5062
882,2008-02-12 18:00:00,3595,8180,5156,4234,3505
883,2008-02-12 19:00:00,2215,3853,2416,2278,1684
884,2008-02-12 20:00:00,1776,2168,1629,1552,897
885,2008-02-12 21:00:00,1015,1563,1259,1005,604
886,2008-02-12 22:00:00,1113,1187,874,786,338
887,2008-02-12 23:00:00,945,927,847,476,235
888,2008-02-13 00:00:00,262,457,416,217,94
889,2008-02-13 01:00:00,131,213,237,146,142
890,2008-02-13 02:00:00,73,138,402,113,51
891,2008-02-13 03:00:00,69,209,252,186,102
892,2008-02-13 04:00:00,50,154,250,93,114
893,2008-02-13 05:00:00,130,520,312,84,218
894,2008-02-13 06:00:00,763,843,844,392,587
895,2008-02-13 07:00:00,1446,2009,1507,796,998
896,2008-02-13 08:00:00,2332,3817,3932,1405,1676
897,2008-02-13 09:00:00,3174,2945,3221,1755,2096
898,2008-02-13 10:00:00,3694,2559,2448,4755,4390
899,2008-02-13 11:00:00,4925,3352,3498,5076,3476
900,2008-02-13 12:00:00,5542,6814,6020,4476,5097
901,2008-02-13 13:00:00,10174,9842,9093,5578,6847
902,2008-02-13 14:00:00,5276,7939,6046,4985,5662
903,2008-02-13 15:00:00,2961,6646,5555,5260,5500
904,2008-02-13 16:00:00,3472,7486,6574,6328,6339
905,2008-02-13 17:00:00,5917,11399,8378,5619,6810
906,2008-02-13 18:00:00,6441,11179,6387,4839,4845
907,2008-02-13 19:00:00,3525,5097,3074,2555,2030
908,2008-02-13 20:00:00,1819,2457,1997,1261,1063
909,2008-02-13 21:00:00,1563,1572,1608,793,440
910,2008-02-13 22:00:00,5840,3102,1344,491,558
911,2008-02-13 23:00:00,1662,1698,1119,389,275
912,2008-02-14 00:00:00,643,819,563,333,151
913,2008-02-14 01:00:00,241,449,273,360,85
914,2008-02-14 02:00:00,225,388,210,272,154
915,2008-02-14 03:00:00,233,406,360,206,89
916,2008-02-14 04:00:00,143,170,554,95,157
917,2008-02-14 05:00:00,170,438,394,84,212
918,2008-02-14 06:00:00,786,764,765,299,565
919,2008-02-14 07:00:00,1527,1865,1316,771,792
920,2008-02-14 08:00:00,2867,4002,3578,1770,1743
921,2008-02-14 09:00:00,2160,3011,2655,1870,2039
922,2008-02-14 10:00:00,1813,2555,2415,2201,2792
923,2008-02-14 11:00:00,2361,3390,3131,3333,3993
924,2008-02-14 12:00:00,3997,6883,6807,4385,5526
925,2008-02-14 13:00:00,3454,9692,9880,6129,7627
926,2008-02-14 14:00:00,3359,7725,5363,5393,6056
927,2008-02-14 15:00:00,3184,7978,5616,5338,6349
928,2008-02-14 16:00:00,3549,8537,6414,6567,6767
929,2008-02-14 17:00:00,4584,11911,9576,6052,8245
930,2008-02-14 18:00:00,3844,13126,8808,4671,7091
931,2008-02-14 19:00:00,2659,9239,4542,2502,3870
932,2008-02-14 20:00:00,2310,5726,3169,1643,2337
933,2008-02-14 21:00:00,1667,2813,1968,1079,1174
934,2008-02-14 22:00:00,1328,2067,1327,896,549
935,2008-02-14 23:00:00,1014,1632,1145,537,255
936,2008-02-15 00:00:00,549,892,774,172,197
937,2008-02-15 01:00:00,252,401,426,132,76
938,2008-02-15 02:00:00,251,411,345,168,85
939,2008-02-15 03:00:00,174,351,385,240,167
940,2008-02-15 04:00:00,85,235,226,76,172
941,2008-02-15 05:00:00,143,420,346,89,238
942,2008-02-15 06:00:00,690,832,801,370,546
943,2008-02-15 07:00:00,1345,2001,1477,782,916
944,2008-02-15 08:00:00,2461,3716,3638,1792,1836
945,2008-02-15 09:00:00,2104,3155,2834,1986,2049
